"m","p","o"
"http://dbpedia.org/resource/Kongdej_Jaturanrasamee","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1972_births"
"http://dbpedia.org/resource/Kongdej_Jaturanrasamee","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Kongdej_Jaturanrasamee","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Thai_film_directors"
"http://dbpedia.org/resource/Kongkiat_Khomsiri","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Thailand"
"http://dbpedia.org/resource/Kongkiat_Khomsiri","http://dbpedia.org/ontology/education","http://dbpedia.org/resource/Bangkok_University"
"http://dbpedia.org/resource/Kongkiat_Khomsiri","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Kongkiat_Khomsiri__1"
"http://dbpedia.org/resource/Kongkiat_Khomsiri","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Film_director"
"http://dbpedia.org/resource/Kongkiat_Khomsiri","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Screenwriter"
"http://dbpedia.org/resource/Kongkiat_Khomsiri","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Thai_screenwriters"
"http://dbpedia.org/resource/Kongkiat_Khomsiri","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1975_births"
"http://dbpedia.org/resource/Kongkiat_Khomsiri","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Kongkiat_Khomsiri","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Thai_film_directors"
"http://dbpedia.org/resource/Kristina_Train","http://dbpedia.org/ontology/hometown","http://dbpedia.org/resource/Savannah,_Georgia"
"http://dbpedia.org/resource/Kristina_Train","http://dbpedia.org/ontology/instrument","http://dbpedia.org/resource/Violin"
"http://dbpedia.org/resource/Kristina_Train","http://dbpedia.org/ontology/instrument","http://dbpedia.org/resource/Singing"
"http://dbpedia.org/resource/Kristina_Train","http://dbpedia.org/ontology/recordLabel","http://dbpedia.org/resource/Blue_Note_Records"
"http://dbpedia.org/resource/Kristina_Train","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Pop_music"
"http://dbpedia.org/resource/Kristina_Train","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Soul_music"
"http://dbpedia.org/resource/Kristina_Train","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Jazz"
"http://dbpedia.org/resource/Kristina_Train","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_singer-songwriters"
"http://dbpedia.org/resource/Kristina_Train","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Kristina_Train","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Kurt_Reifler","http://dbpedia.org/ontology/hometown","http://dbpedia.org/resource/Poughkeepsie,_New_York"
"http://dbpedia.org/resource/Kurt_Reifler","http://dbpedia.org/ontology/hometown","http://dbpedia.org/resource/New_York"
"http://dbpedia.org/resource/Kurt_Reifler","http://dbpedia.org/ontology/instrument","http://dbpedia.org/resource/Drum_kit"
"http://dbpedia.org/resource/Kurt_Reifler","http://dbpedia.org/ontology/instrument","http://dbpedia.org/resource/Guitar"
"http://dbpedia.org/resource/Kurt_Reifler","http://dbpedia.org/ontology/instrument","http://dbpedia.org/resource/Singing"
"http://dbpedia.org/resource/Kurt_Reifler","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Rock_music"
"http://dbpedia.org/resource/Kurt_Reifler","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Songwriter"
"http://dbpedia.org/resource/Kurt_Reifler","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_drummers"
"http://dbpedia.org/resource/Kurt_Reifler","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_singer-songwriters"
"http://dbpedia.org/resource/Kurt_Reifler","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Kurt_Reifler","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Lead_guitarists"
"http://dbpedia.org/resource/Kurt_Reifler","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Kurt_Reifler","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Rhythm_guitarists"
"http://dbpedia.org/resource/Kurt_Reifler","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Musicians_from_Kentucky"
"http://dbpedia.org/resource/Kurt_Reifler","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Musicians_from_New_York"
"http://dbpedia.org/resource/Levonne_Rowan","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Erie,_Pennsylvania"
"http://dbpedia.org/resource/Levonne_Rowan","http://dbpedia.org/ontology/college","http://dbpedia.org/resource/University_of_Wisconsin%E2%80%93Madison"
"http://dbpedia.org/resource/Levonne_Rowan","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Oakland_Raiders"
"http://dbpedia.org/resource/Levonne_Rowan","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Winnipeg_Blue_Bombers"
"http://dbpedia.org/resource/Levonne_Rowan","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:People_from_Erie,_Pennsylvania"
"http://dbpedia.org/resource/Levonne_Rowan","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Players_of_American_football_from_Pennsylvania"
"http://dbpedia.org/resource/Levonne_Rowan","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Levonne_Rowan","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_football_safeties"
"http://dbpedia.org/resource/Levonne_Rowan","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Levonne_Rowan","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Wisconsin_Badgers_football_players"
"http://dbpedia.org/resource/Levonne_Rowan","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Oakland_Raiders_players"
"http://dbpedia.org/resource/Lisa_Black","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Australia"
"http://dbpedia.org/resource/Lisa_Black","http://dbpedia.org/ontology/field","http://dbpedia.org/resource/Sculpture"
"http://dbpedia.org/resource/Lisa_Black","http://dbpedia.org/ontology/field","http://dbpedia.org/resource/Jewellery"
"http://dbpedia.org/resource/Lisa_Black","http://dbpedia.org/ontology/movement","http://dbpedia.org/resource/Mixed_media"
"http://dbpedia.org/resource/Lisa_Black","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Steampunk"
"http://dbpedia.org/resource/Lisa_Black","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Lisa_Black","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Lisa_Black","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:New_Zealand_sculptors"
"http://dbpedia.org/resource/MC_Jin","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Miami"
"http://dbpedia.org/resource/MC_Jin","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/United_States"
"http://dbpedia.org/resource/MC_Jin","http://dbpedia.org/ontology/country","http://dbpedia.org/resource/China"
"http://dbpedia.org/resource/MC_Jin","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Eric_B._&_Rakim"
"http://dbpedia.org/resource/MC_Jin","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Big_L"
"http://dbpedia.org/resource/MC_Jin","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Big_Pun"
"http://dbpedia.org/resource/MC_Jin","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Actor"
"http://dbpedia.org/resource/MC_Jin","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Rapping"
"http://dbpedia.org/resource/MC_Jin","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Songwriter"
"http://dbpedia.org/resource/MC_Jin","http://dbpedia.org/ontology/recordLabel","http://dbpedia.org/resource/Ruff_Ryders_Entertainment"
"http://dbpedia.org/resource/MC_Jin","http://dbpedia.org/ontology/recordLabel","http://dbpedia.org/resource/Universal_Music_Group"
"http://dbpedia.org/resource/MC_Jin","http://dbpedia.org/ontology/recordLabel","http://dbpedia.org/resource/Virgin_Records"
"http://dbpedia.org/resource/MC_Jin","http://dbpedia.org/ontology/recordLabel","http://dbpedia.org/resource/Imperial_Records"
"http://dbpedia.org/resource/MC_Jin","http://dbpedia.org/ontology/recordLabel","http://dbpedia.org/resource/Crafty_Plugz"
"http://dbpedia.org/resource/MC_Jin","http://dbpedia.org/ontology/recordLabel","http://dbpedia.org/resource/Carl_Choi"
"http://dbpedia.org/resource/MC_Jin","http://dbpedia.org/ontology/spouse","http://dbpedia.org/resource/MC_Jin"
"http://dbpedia.org/resource/MC_Jin","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Hip_hop_music"
"http://dbpedia.org/resource/MC_Jin","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_rappers_of_Asian_descent"
"http://dbpedia.org/resource/MC_Jin","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Ruff_Ryders_artists"
"http://dbpedia.org/resource/MC_Jin","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_actors_of_Asian_descent"
"http://dbpedia.org/resource/MC_Jin","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Rappers_from_New_York_City"
"http://dbpedia.org/resource/MC_Jin","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Virgin_Records_artists"
"http://dbpedia.org/resource/MC_Jin","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_musicians_of_Hong_Kong_descent"
"http://dbpedia.org/resource/MC_Jin","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_expatriates_in_Hong_Kong"
"http://dbpedia.org/resource/MC_Jin","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Actors_from_Florida"
"http://dbpedia.org/resource/MC_Jin","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_Christians"
"http://dbpedia.org/resource/MC_Jin","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_musicians_of_Chinese_descent"
"http://dbpedia.org/resource/MC_Jin","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_songwriters"
"http://dbpedia.org/resource/MC_Jin","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Rappers_from_Miami,_Florida"
"http://dbpedia.org/resource/MC_Jin","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/MC_Jin","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Converts_to_Christianity"
"http://dbpedia.org/resource/MC_Jin","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/MC_Jin","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:People_from_Queens"
"http://dbpedia.org/resource/MC_Jin","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Actors_from_New_York_City"
"http://dbpedia.org/resource/MC_Jin","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_film_actors"
"http://dbpedia.org/resource/MC_Jin","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_television_actors"
"http://dbpedia.org/resource/Ma_Xiaodong","http://dbpedia.org/ontology/coach","http://dbpedia.org/resource/Xu_Zhaoxiao"
"http://dbpedia.org/resource/Ma_Xiaodong","http://dbpedia.org/ontology/country","http://dbpedia.org/resource/China"
"http://dbpedia.org/resource/Ma_Xiaodong","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Chinese_male_single_skaters"
"http://dbpedia.org/resource/Ma_Xiaodong","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Ma_Xiaodong","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Ma_Xiaodong","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:People_from_Harbin"
"http://dbpedia.org/resource/Marat_Tsallagov","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Russia"
"http://dbpedia.org/resource/Marat_Tsallagov","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/FC_Elista"
"http://dbpedia.org/resource/Marat_Tsallagov","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/FC_Avtodor_Vladikavkaz"
"http://dbpedia.org/resource/Marat_Tsallagov","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/FC_Alania_Vladikavkaz"
"http://dbpedia.org/resource/Marat_Tsallagov","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/FC_Mashuk-KMV_Pyatigorsk"
"http://dbpedia.org/resource/Marat_Tsallagov","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/FC_Torpedo-BelAZ_Zhodino"
"http://dbpedia.org/resource/Marat_Tsallagov","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/FC_Krasnoznamensk"
"http://dbpedia.org/resource/Marat_Tsallagov","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/FC_Mostovik-Primorye_Ussuriysk"
"http://dbpedia.org/resource/Marat_Tsallagov","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/FC_Mozdok"
"http://dbpedia.org/resource/Marat_Tsallagov","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/FC_Chernomorets_Novorossiysk"
"http://dbpedia.org/resource/Marat_Tsallagov","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:FC_Alania_Vladikavkaz_players"
"http://dbpedia.org/resource/Marat_Tsallagov","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:FC_Chernomorets_Novorossiysk_players"
"http://dbpedia.org/resource/Marat_Tsallagov","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:FC_Elista_players"
"http://dbpedia.org/resource/Marat_Tsallagov","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Russian_Premier_League_players"
"http://dbpedia.org/resource/Marat_Tsallagov","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Marat_Tsallagov","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Marat_Tsallagov","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Association_football_defenders"
"http://dbpedia.org/resource/Marat_Tsallagov","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Russian_footballers"
"http://dbpedia.org/resource/Mario_Ren%C3%A9_Berr%C3%ADos","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Honduras"
"http://dbpedia.org/resource/Mario_Ren%C3%A9_Berr%C3%ADos","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Tela"
"http://dbpedia.org/resource/Mario_Ren%C3%A9_Berr%C3%ADos","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/C.D._Marath%C3%B3n"
"http://dbpedia.org/resource/Mario_Ren%C3%A9_Berr%C3%ADos","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Honduras_national_football_team"
"http://dbpedia.org/resource/Mario_Ren%C3%A9_Berr%C3%ADos","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:2005_CONCACAF_Gold_Cup_players"
"http://dbpedia.org/resource/Mario_Ren%C3%A9_Berr%C3%ADos","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Marathon_players"
"http://dbpedia.org/resource/Mario_Ren%C3%A9_Berr%C3%ADos","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Honduras_international_footballers"
"http://dbpedia.org/resource/Mario_Ren%C3%A9_Berr%C3%ADos","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Liga_Nacional_de_F%C3%BAtbol_de_Honduras_footballers"
"http://dbpedia.org/resource/Mario_Ren%C3%A9_Berr%C3%ADos","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
